division,year,disaster_number,incident_number,incident_name,start_date,fiscal_year,incident_state,disaster_type,disaster_level,total_destroyed_major,total_units_affected,verified_deaths,verified_hospitalized_ill_injured,total_client_shelters_opened,total_overnight_shelter_stays,x_new_shelter_registrations,total_volunters
Mid Atlantic,2009,503-10,101039,"Winston-Salem, NC 7/09 MFF",7/14/09,2010,NC,FIR,2,36,100,0,0,1,19,92,138
Crossroads,2009,507-10,101109,Gaylord MI 07/09 MFF,7/22/09,2010,MI,FIR,2,45,45,0,6,0,0,0,18
SWARM,2009,513-10,101136,"Ogden, UT 7/09 MFF",7/26/09,2010,UT,FIR,2,30,30,0,0,1,0,0,33
Crossroads,2009,517-10,101376,Louisville KY 08/09 Flood,8/4/09,2010,KY,FLD,2,100,400,0,0,3,74,30,94
Pacific,2009,518-10,101359,Hurricane Felicia 08/09 HI,8/6/09,2010,HI,HUR,2,0,0,0,0,9,2,2,80
Northeast,2009,526-10,101444,Southwest NY 8/09 FLD,8/9/09,2010,NY,FLD,3,172,316,2,0,2,96,95,167
North Central,2009,556-10,101638,Eldora Storms,8/9/09,2010,IA,OST,2,8,29,0,0,1,0,0,0
SE and Caribbean,2009,528-10,101618,TS ANA 8/09 PR/USVI,8/15/09,2010,PR,HUR,2,0,0,0,0,0,0,0,44
SWARM,2009,529-10,101531,Beaumont TX 8/09 MFF,8/16/09,2010,TX,FIR,2,24,24,0,0,0,0,0,8
Pacific,2009,530-10,101581,"Saipan, MP 8/09 MFF",8/16/09,2010,MP,FIR,1,12,12,0,0,0,0,0,0
Northeast,2009,532-10,101652,New England 8/10 Hurr Bill,8/20/09,2010,ME,HUR,1,0,0,1,18,0,0,0,36
Northeast,2009,540-10,101740,"East Orange, NJ 8/09 MFF",8/25/09,2010,NJ,FIR,2,26,26,0,0,1,7,7,32
Pacific,2009,542-10,101903,California 8/09 Wildfires,8/30/09,2010,CA,FOR,3,132,134,0,2,8,650,911,379
SWARM,2009,544-10,102131,"Eagle Pass, TX 09/09 FLD",9/10/09,2010,TX,FLD,2,7,53,0,0,0,0,0,19
Pacific,2009,546-10,102180,"Saipan, CNMI 09/09 Typhoon",9/14/09,2010,MP,HUR,1,0,0,0,0,0,0,0,0
SE and Caribbean,2009,552-10,102390,SE Tennessee 9/09 FLD,9/16/09,2010,TN,FLD,3,297,462,0,48,4,491,240,109
SE and Caribbean,2009,548-10,102389,Georgia 9/09 FLD,9/21/09,2010,GA,FLD,4,1537,2850,10,14,9,3366,417,943
Pacific,2009,560-10,102574,American Samoa 9/09 EQK,9/29/09,2010,AS,EQK,4,249,1249,34,29,0,0,0,357
Pacific,2009,562-10,102616,Typhoon Melor 9/09 NMI,9/30/09,2010,MP,HUR,2,0,0,0,0,0,0,0,0
Northeast,2009,568-10,102718,"Lynn, MA 10/09 MFF",10/3/09,2010,MA,FIR,2,6,6,0,0,0,0,0,5
SE and Caribbean,2009,563-10,102679,"Savannah, GA 10/09 MFF",10/4/09,2010,GA,FIR,2,8,8,0,0,0,0,0,0
Crossroads,2009,567-10,102682,Maumee OH 10/09 MFF,10/4/09,2010,OH,FIR,2,18,18,0,0,0,0,0,8
Crossroads,2009,572-10,102812,Casey Co Ky 10/09 Tornado,10/9/09,2010,KY,TOR,1,42,69,0,1,1,10,4,9
SE and Caribbean,2009,573-10,103150,"San Juan, PR 10/09 EXP",10/23/09,2010,PR,EXP,2,0,0,0,0,0,0,3,0
SE and Caribbean,2009,710-10,104344,"Orlando, FL 10/09 MFF",10/25/09,2010,FL,FIR,2,8,16,0,0,0,0,0,6
Northeast,2009,574-10,103172,"Newark, NJ 10/09 MFF",10/27/09,2010,NJ,FIR,1,12,12,0,0,0,0,0,5
SE and Caribbean,2009,575-10,103259,N.LA 10/09 FLT,10/29/09,2010,LA,FLT,3,71,509,1,3,2,14,7,54
SWARM,2009,580-10,103271,Arkansas 10/09 FLD,10/29/09,2010,AR,FLD,2,38,191,2,0,2,32,24,28
Pacific,2009,879-10,104387,"Watsonville, CA 11/09 MFF",11/5/09,2010,CA,FIR,2,8,8,0,0,0,0,0,0
SE and Caribbean,2009,582-10,103460,Hurricane Ida 11/09 MS,11/9/09,2010,MS,HUR,1,1,1,0,0,4,31,32,38
SE and Caribbean,2009,587-10,103464,Hurricane Ida 11/09 AL,11/9/09,2010,AL,HUR,1,1,1,0,0,0,58,58,0
SE and Caribbean,2009,597-10,103502,Hurricane Ida 11/09 FL,11/9/09,2010,FL,HUR,1,0,0,0,0,4,87,87,94
Mid Atlantic,2009,607-10,103545,Virginia 11/09 Noreaster,11/12/09,2010,VA,OST,3,55,648,1,30,7,845,168,148
SE and Caribbean,2009,615-10,103572,Puerto Rico 11/09 Floods,11/15/09,2010,PR,FLD,3,244,295,0,0,0,0,0,27
North Central,2009,727-10,104291,"Cuba, MO 11/09 MFF",11/21/09,2010,MO,FIR,2,13,13,0,1,0,0,0,0
Mid Atlantic,2009,705-10,104340,Philadelphia 11/09 MFF,11/22/09,2010,PA,FIR,2,44,194,0,16,0,0,0,15
Northeast,2009,650-10,104066,"Brockton, MA 11/09 MFF",11/26/09,2010,MA,FIR,1,6,6,0,0,0,0,0,6
Crossroads,2009,711-10,104348,Logan WV 12/07/09 MFF,12/7/09,2010,WV,FIR,2,15,15,0,0,0,8,8,0
SE and Caribbean,2009,718-10,104372,South Louisiana 12/09 FLD,12/15/09,2010,LA,FLD,3,32,315,1,1,2,155,108,46
Mid Atlantic,2009,734-10,104389,Winter Storm 12/09 SW VA,12/19/09,2010,VA,BLI,2,0,0,1,4,4,1046,256,318
Crossroads,2009,749-10,104390,Winter Storm 12/09 Central,12/19/09,2010,WV,BLI,2,7,7,1,2,0,1410,1763,0
Crossroads,2009,754-10,104404,"Indianapolis, IN 12/09 MFF",12/20/09,2010,IN,FIR,2,24,24,0,0,0,0,0,5
Pacific,2009,440-10,104889,Curlew Apt. Fire,12/22/09,2010,WA,FIR,2,23,23,6,4,0,0,0,28
SWARM,2009,770-10,104447,Las Vegas NV 12/09 MFF,12/23/09,2010,NV,FIR,2,23,28,0,2,0,0,0,23
SWARM,2009,760-10,104445,Angelina CTY TX 12/09 TOR,12/24/09,2010,TX,TOR,2,49,114,0,0,0,0,0,44
Mid Atlantic,2009,759-10,104431,Silver Spring MD 12/09 MFF,12/29/09,2010,MD,FIR,1,14,42,0,0,2,17,9,0
Northeast,2010,766-10,104446,"Bristol County, MA 1/10 MF",1/2/10,2010,MA,FIR,1,4,15,0,8,2,6,22,14
SE and Caribbean,2010,774-10,104453,Orlando Fl 01/10 MFF,1/5/10,2010,FL,FIR,2,23,23,1,0,0,0,0,9
Northeast,2010,896-10,104465,"Hartford, CT 1/10 MFF",1/6/10,2010,CT,FIR,3,65,65,0,0,1,53,53,0
Northeast,2010,114-10,104471,Chelsea MA 1/10,1/7/10,2010,MA,FIR,2,6,9,0,2,0,0,34,7
Northeast,2010,095-10,104485,Malden MA 1/10 MFF,1/9/10,2010,MA,FIR,2,61,67,0,12,1,0,50,31
SE and Caribbean,2010,824-10,104532,Starkville MS 04/10 Univer,1/10/10,2010,MS,FIR,2,2,2,0,0,0,0,0,0
SE and Caribbean,2010,844-10,104533,Florida 1/10 Haiti Support,1/10/10,2010,FL,OTH,4,0,0,7,254,0,0,0,658
SWARM,2010,070-10,104489,"Houston, TX 1/10 MFF",1/11/10,2010,TX,FIR,2,24,24,0,0,0,0,0,4
SE and Caribbean,2010,555-10,104589,Ind Asst 1/10 Haiti Suppor,1/12/10,2010,FL,EQK,4,0,1000,14,37,8,49,99,553
Mid Atlantic,2010,735-10,104523,Guantanamo 1/10 Haiti Supp,1/12/10,2010,DC,EQK,1,0,0,0,0,0,0,0,0
SE and Caribbean,2010,878-10,104549,Orlando Fl1/10 Haiti Spt,1/12/10,2010,FL,OTH,3,0,0,3,530,0,0,0,388
SE and Caribbean,2010,017-10,104548,Puerto Rico 1/10 FLD,1/14/10,2010,PR,FLD,2,48,48,0,0,0,0,0,11
Pacific,2010,020-10,104568,N California Winter Storms,1/19/10,2010,CA,FLD,2,0,0,0,0,0,0,0,0
SWARM,2010,064-10,104588,Arizona 1/10 FLD,1/19/10,2010,AZ,FLD,3,61,101,1,2,12,864,621,126
SWARM,2010,052-10,104569,NE TX 01/2010 Severe St,1/20/10,2010,TX,OST,1,17,35,0,0,2,5,5,43
North Central,2010,118-10,104611,South Dakota 1/10 BLI,1/21/10,2010,SD,BLI,2,0,4000,0,0,0,0,0,2
Crossroads,2010,094-10,104586,"Indianapolis, IN 1/10 MFF",1/25/10,2010,IN,FIR,2,16,16,0,1,0,0,0,3
Mid Atlantic,2010,096-10,104590,Cen & West NC 1/2010 Flood,1/25/10,2010,NC,FLD,2,32,37,0,0,2,47,17,41
SWARM,2010,107-10,104604,Oklahoma 1/10 Ice Storm,1/28/10,2010,OK,BLI,3,0,120000,0,0,17,2544,738,104
Crossroads,2010,137-10,104656,"Morgantown,WV Winter Storm",2/5/10,2010,WV,BLI,2,0,0,2,2,0,1374,429,0
Northeast,2010,151-10,104655,South East NJ Winter Storm,2/5/10,2010,NJ,BLI,2,0,0,0,0,10,199,203,57
Mid Atlantic,2010,175-10,104670,Virginia 2/10 Winter Storm,2/5/10,2010,VA,BLI,2,0,0,0,0,35,493,63,216
Mid Atlantic,2010,156-10,104667,PA 02/10 Winter Storm,2/9/10,2010,PA,BLI,3,0,0,0,0,17,848,650,210
Northeast,2010,214-10,104671,Lowell MA MFF 2/10,2/12/10,2010,MA,FIR,2,13,13,0,0,1,0,13,11
SWARM,2010,227-10,104705,"Houston, TX 02/10MFF",2/18/10,2010,TX,FIR,2,13,16,0,0,0,0,0,6
SWARM,2010,046-10,104772,Pinon Trail Apartments,3/6/10,2010,TX,FIR,2,8,8,0,0,0,0,0,0
Northeast,2010,236-10,104787,New London CT 3/10 MFF,3/9/10,2010,CT,FIR,2,36,36,0,4,1,0,31,50
Mid Atlantic,2010,237-10,104789,"Charlotte, NC 03/10: MFF",3/9/10,2010,NC,FIR,2,17,66,0,2,1,1,2,46
SWARM,2010,244-10,104790,Central AR 3/10 Tornadoes,3/10/10,2010,AR,TOR,1,23,52,1,4,0,0,0,20
Northeast,2010,294-10,104834,Rhode Island 3/10 FLD,3/12/10,2010,RI,FLD,3,397,3101,0,0,12,1542,214,243
Crossroads,2010,257-10,104800,West Virginia 3/10 FLD,3/13/10,2010,WV,FLD,3,51,444,2,1,6,81,63,93
Northeast,2010,270-10,104811,Massachusetts 3/10 FLD,3/13/10,2010,MA,FLD,3,109,4489,0,0,2,31,37,217
Northeast,2010,278-10,104825,SW CT 3/10 Storms,3/13/10,2010,CT,OST,2,78,593,2,4,8,37,87,162
Northeast,2010,258-10,104802,New Jersey 3/10 FLD,3/15/10,2010,NJ,FLD,4,975,12446,7,2,6,3279,45,460
North Central,2010,261-10,104807,ND/MN 03/10 Floods,3/16/10,2010,ND,FLD,3,0,5,3,0,0,0,0,114
Crossroads,2010,283-10,104832,Indianapolis IN 3/10 MFF,3/21/10,2010,IN,FIR,2,12,12,0,15,1,26,9,0
Mid Atlantic,2010,311-10,104862,"Raleigh, NC 3/10 MFF",3/28/10,2010,NC,FIR,2,12,12,0,0,0,0,0,0
Mid Atlantic,2010,350-10,104865,North Carolina 3/10 TOR,3/28/10,2010,NC,TOR,2,82,233,0,5,2,30,48,87
Northeast,2010,396-10,104873,SE Connecticut 3/10 Flood,3/29/10,2010,CT,FLD,2,38,1989,0,0,10,73,0,122
Northeast,2010,343-10,104864,MA 3/10 FLD,3/30/10,2010,MA,FLD,3,48,9116,0,0,12,7,1,287
North Central,2010,434-10,104877,West Bend WI 04/10 MFF,4/2/10,2010,WI,FIR,2,24,24,0,3,0,0,0,38
Pacific,2010,767-10,104528,Imperial County 4/10 EQK,4/4/10,2010,CA,EQK,3,105,151,0,9,3,471,124,198
Crossroads,2010,750-10,104527,WV 4/10 Mine Explosion,4/5/10,2010,WV,EXP,1,0,0,0,0,0,0,0,0
Northeast,2010,773-10,104529,"NYC, NY 4/10 MFF",4/12/10,2010,NY,FIR,3,44,66,1,6,0,0,0,47
Crossroads,2010,810-10,104530,"Lexington, KY 4/10 MFF",4/15/10,2010,KY,FIR,2,15,36,0,2,1,19,0,21
Crossroads,2010,822-10,104531,Toledo OH 04/10 MFF,4/15/10,2010,OH,FIR,2,18,24,0,1,0,0,0,6
Crossroads,2010,475-10,104928,Scottsburg IN 4/10 MFF,4/19/10,2010,IN,FIR,2,15,15,0,0,0,0,0,0
SWARM,2010,839-10,104534,"Dallas , TX 04/10 MFF",4/19/10,2010,TX,FIR,2,24,24,0,0,0,0,0,0
SE and Caribbean,2010,845-10,104535,Mississippi 04/10 TOR,4/24/10,2010,MS,TOR,4,500,1285,16,158,5,105,66,277
Crossroads,2010,877-10,104536,"Canal Fulton, OH 04/10 MFF",4/24/10,2010,OH,FIR,1,10,12,0,0,0,0,0,0
SE and Caribbean,2010,463-10,104920,Alabama 04/10 TOR,4/25/10,2010,AL,TOR,4,302,739,2,42,6,80,81,257
SE and Caribbean,2010,469-10,104921,"Monroe, LA 04/10 TOR",4/25/10,2010,LA,TOR,1,18,20,0,4,0,0,0,2
Crossroads,2010,470-10,104922,Lansing MI 4/10 MFF,4/26/10,2010,MI,FIR,2,47,47,0,0,1,1,1,23
Crossroads,2010,480-10,104931,"Indianapolis, IN 4/10 MFF",4/29/10,2010,IN,FIR,2,27,44,0,0,0,0,0,8
SWARM,2010,516-10,104934,AR 05/10 FLD and TOR,4/30/10,2010,AR,FLT,3,98,197,2,2,4,28,14,122
SE and Caribbean,2010,512-10,104933,Tennessee 05/10 Flooding,5/1/10,2010,TN,FLD,5,2475,6159,24,50,37,8684,2003,2235
Crossroads,2010,521-10,104954,Kentucky 5/10 FLT,5/2/10,2010,KY,FLT,4,575,1273,5,1,14,192,223,479
Northeast,2010,523-10,104971,Rockland NY 5/10 MFF,5/6/10,2010,NY,FIR,2,25,43,0,0,0,0,0,15
SE and Caribbean,2010,525-10,104979,FL 5/10 MFF,5/8/10,2010,FL,FIR,2,17,30,0,2,1,24,19,45
SWARM,2010,524-10,104975,Oklahoma May 2010 Tornado,5/10/10,2010,OK,TOR,4,545,1064,2,107,4,167,8,244
Mid Atlantic,2010,010-10,105006,"Raeford, NC 5/10 OST",5/16/10,2010,NC,OST,1,19,25,0,0,1,38,38,0
Crossroads,2010,531-10,104982,"Highland Park, MI 5/10 MFF",5/16/10,2010,MI,FIR,2,50,50,1,2,0,0,0,0
Northeast,2010,534-10,104991,Beverly MA 5/10 MFF,5/17/10,2010,MA,FIR,1,12,12,0,0,0,55,16,31
SWARM,2010,029-10,105011,"Tempe, AZ 05/10 MFF",5/25/10,2010,AZ,FIR,2,17,24,0,1,1,0,0,21
Pacific,2010,049-10,105018,Alaska Wildfire 05/10 FOR,5/27/10,2010,AK,FOR,1,0,0,0,0,0,11,11,0
SWARM,2010,050-10,105021,DallasTX 05/10MFF,5/29/10,2010,TX,FIR,3,39,39,3,14,0,191,111,0
SE and Caribbean,2010,053-10,105023,Puerto Rico 6/10 FLD,6/1/10,2010,PR,FLD,2,84,128,0,0,0,0,0,22
SWARM,2010,099-10,105030,Costal Bend TX 6/10 Storm,6/2/10,2010,TX,OST,2,22,22,0,1,0,0,0,0
Pacific,2010,061-10,105029,"Sacramento, CA 6/10 MFF",6/3/10,2010,CA,FIR,2,24,24,0,0,1,5,7,33
Crossroads,2010,077-10,105032,NW Ohio 6/10 TornadoesåÊ,6/5/10,2010,OH,TOR,3,81,710,6,33,0,0,0,63
Crossroads,2010,082-10,105034,Monroe County MI 6/10 TOR,6/5/10,2010,MI,TOR,1,40,324,0,14,1,0,221,72
North Central,2010,083-10,105035,IL 6/10 TOR,6/6/10,2010,IL,TOR,3,98,173,1,18,3,22,20,270
Mid Atlantic,2010,084-10,105036,"Dover, DE 06/10 MFF",6/6/10,2010,DE,FIR,2,28,29,2,13,0,27,43,28
SWARM,2010,101-10,105072,Texas 6/10 FLD,6/10/10,2010,TX,FLD,3,99,282,0,0,3,4,4,59
SWARM,2010,104-10,105075,Montgomery Cty AR 6/10 FL,6/11/10,2010,AR,FLD,2,0,0,20,100,1,70,35,27
Crossroads,2010,112-10,105079,West Virginia 6/10 Floods,6/12/10,2010,WV,FLD,4,343,1021,0,2,2,68,17,139
North Central,2010,115-10,105077,Nebraska 6/10 FLD,6/12/10,2010,NE,FLD,3,45,301,1,1,6,151,28,186
North Central,2010,117-10,105085,Minnesota 6/10 TOR,6/17/10,2010,MN,TOR,3,283,842,3,19,1,0,5,132
SWARM,2010,119-10,105098,"Phoenix, AZ 6/10 MFF",6/17/10,2010,AZ,FIR,1,4,20,0,0,0,0,0,15
North Central,2010,144-10,105105,NW Missouri 6/10 FLT,6/19/10,2010,MO,FLT,2,7,283,0,0,2,30,0,54
North Central,2010,140-10,105102,"Eagle, WI 6/10 TOR",6/21/10,2010,WI,TOR,2,0,0,0,0,0,0,0,66
Northeast,2010,122-10,105099,"Groton, CT 6/10 MFF",6/22/10,2010,CT,FIR,2,15,33,0,0,1,19,19,11
North Central,2010,160-10,105130,Iowa 6/10 Floods and Tor,6/22/10,2010,IA,FLT,2,21,2308,0,6,3,12,12,44
SWARM,2010,171-10,105126,Bexar County MFF 06/10,6/22/10,2010,TX,FIR,2,12,12,0,0,0,0,0,6
Northeast,2010,145-10,105115,Connecticut 6/10 TOR,6/24/10,2010,CT,TOR,3,138,271,0,30,2,24,43,123
SWARM,2010,158-10,105117,TS Alex 6/10 South TX,6/25/10,2010,TX,HUR,3,15,115,0,0,4,117,117,109
Northeast,2010,146-10,105116,Marlborough MA 6/10 MFF,6/26/10,2010,MA,FIR,2,8,8,0,0,0,0,0,13
Northeast,2010,159-10,105121,Lawrence MA 6/10/ MFF,6/26/10,2010,MA,FIR,2,18,18,0,0,1,72,16,56
Mid Atlantic,2010,472-11,105750,NC 4/11 Windstorm/Tor,4/5/10,2011,NC,OTH,2,40,314,0,0,1,0,0,68
SWARM,2010,670-11,105158,Oklahoma City Bombing,7/1/10,2011,OK,EXP,5,0,0,0,0,0,0,0,0
Northeast,2010,178-11,105147,Beverly MA 7/10 MFF,7/4/10,2011,MA,FIR,1,10,17,0,2,0,0,0,20
SWARM,2010,177-11,105155,Texas 7/10 FLD,7/7/10,2011,TX,FLD,4,92,320,0,1,12,2073,240,197
Crossroads,2010,182-11,105180,Pike County KY 7/10 Flood,7/18/10,2011,KY,FLD,4,305,503,3,0,1,248,52,143
SWARM,2010,188-11,105200,Flagstaff AZ 7/10 Flood,7/20/10,2011,AZ,FLT,2,0,153,1,0,2,9,230,48
North Central,2010,201-11,105208,Iowa 07/2010 Floods,7/20/10,2011,IA,FLT,2,65,1775,0,0,1,0,0,41
North Central,2010,196-11,105202,Wisconsin 7/10 Flood,7/22/10,2011,WI,FLD,3,49,6758,1,9,3,343,143,251
SE and Caribbean,2010,194-11,105201,TS Bonnie 7/10 Louisiana,7/23/10,2011,LA,HUR,1,0,0,0,0,0,0,0,20
North Central,2010,210-11,105210,Northern IL 07/10 Floods,7/23/10,2011,IL,FLD,2,62,1312,0,0,5,40,69,211
Crossroads,2010,211-11,105209,"Lebanon, IN 7/10 MFF",7/25/10,2011,IN,FIR,2,25,25,0,0,0,0,0,9
Crossroads,2010,215-11,105231,Lancaster OH 8/10 MFF,7/31/10,2011,OH,FIR,2,15,15,0,0,1,49,11,17
North Central,2010,216-11,105239,Central Iowa 8/10 Fld/Tor,8/9/10,2011,IA,FLT,3,125,1475,1,4,3,28,28,145
Pacific,2010,219-11,105236,"Lynnwood, WA 08/10 MFF",8/9/10,2011,WA,FIR,2,35,35,0,0,1,39,35,36
SE and Caribbean,2010,220-11,105237,TD #5 8/10 LA,8/11/10,2011,LA,HUR,1,0,0,0,0,0,0,0,0
SE and Caribbean,2010,224-11,105260,Central TN 8/10 FLD,8/18/10,2011,TN,FLD,2,36,96,0,0,2,7,9,46
North Central,2010,225-11,105267,"Joplin, MO 8/10 MFF",8/23/10,2011,MO,FIR,2,32,32,0,0,1,2,2,23
SE and Caribbean,2010,229-11,105277,HUR EARL 8/10 USVI/PR,8/28/10,2011,VI,HUR,2,0,0,0,0,4,58,55,92
Mid Atlantic,2010,238-11,105279,Hurricane Earl 8/10 NC,8/30/10,2011,NC,HUR,3,0,0,0,2,14,219,219,312
Northeast,2010,246-11,105280,Hurricane Earl 8/10 NY,8/30/10,2011,NY,HUR,2,0,0,0,0,0,0,0,53
Northeast,2010,250-11,105281,Hurricane Earl 8/10 MA/RI,8/30/10,2011,MA,HUR,3,0,0,0,0,14,103,103,280
SE and Caribbean,2010,253-11,105293,"Savannah, GA 9/10 MFF",9/4/10,2011,GA,FIR,2,16,16,0,0,0,0,0,16
SWARM,2010,252-11,105286,TS Hermine 9/10 South Texas,9/6/10,2011,TX,HUR,4,347,969,7,0,8,194,227,211
SWARM,2010,260-11,105302,Boulder CO 9/10 Wildfire,9/6/10,2011,CO,FOR,3,185,185,0,19,2,102,145,129
Pacific,2010,262-11,105306,"San Bruno, CA 9/2010 Exp",9/9/10,2011,CA,EXP,4,58,400,8,73,2,34,183,109
Northeast,2010,265-11,105308,Orange NJ 9/10 MFF,9/12/10,2011,NJ,FIR,3,90,90,0,0,1,86,35,37
Crossroads,2010,267-11,105314,Athens OH 9/10 TOR,9/17/10,2011,OH,TOR,3,165,771,0,26,4,4,0,82
SWARM,2010,288-11,105318,Corpus Christi TX 9/10 Flo,9/19/10,2011,TX,FLD,2,0,157,1,0,2,540,122,17
Northeast,2010,322-11,105325,Revere MA 9/10 MFF,9/23/10,2011,MA,FIR,1,8,9,0,2,1,0,0,20
Northeast,2010,389-11,105321,"Phillipsburg, NJ 9/10 MFF",9/23/10,2011,NJ,FIR,2,20,24,0,2,0,0,0,0
North Central,2010,535-11,105326,Southern MN 9/10 FL,9/23/10,2011,MN,FLD,4,346,5334,0,4,10,242,195,251
North Central,2010,539-11,105327,Western Wisconsin 9/10 FLD,9/23/10,2011,WI,FLD,2,11,632,0,0,4,58,14,116
North Central,2010,578-11,105339,Eastern SD 9/10 FLD,9/23/10,2011,SD,FLD,2,41,84,0,0,0,25,49,0
Mid Atlantic,2010,576-11,105338,Eastern NC 09/10 Floods,9/28/10,2011,NC,FLD,4,198,1307,5,0,21,169,116,224
SE and Caribbean,2010,584-11,105363,"Nashville, TN 9/10 MFF",9/29/10,2011,TN,FIR,2,24,24,0,0,0,0,0,20
Pacific,2010,673-11,105375,"Monroe, WA 10/10 MFF",10/3/10,2011,WA,FIR,2,14,14,0,0,1,19,24,24
SE and Caribbean,2010,598-11,105377,PR and USVI 10/10 FLD,10/6/10,2011,PR,FLD,2,41,60,0,0,2,25,25,89
Northeast,2010,608-11,105394,"Lowell, MA 10/10 MFF",10/10/10,2011,MA,FIR,2,15,15,2,6,0,0,0,10
North Central,2010,604-11,105392,"Fargo, ND 10/10 MFF",10/11/10,2011,ND,FIR,2,62,62,0,0,0,0,0,31
SWARM,2010,609-11,105405,Houston TX 10/10 MFF,10/13/10,2011,TX,FIR,2,48,48,0,0,0,0,0,11
Pacific,2010,612-11,105420,SF Leaenworth Ap 10/10 MFF,10/17/10,2011,CA,FIR,2,11,26,0,1,1,3,7,49
Pacific,2010,610-11,105418,Central SF CA 10/10 MFF,10/20/10,2011,CA,FIR,2,15,50,0,3,3,32,16,54
SWARM,2010,614-11,105439,El Paso Area TX 10/10 OST,10/20/10,2011,TX,OST,2,10,10,0,0,0,0,0,0
Mid Atlantic,2010,625-11,105441,W NC Tornados,10/26/10,2011,NC,TOR,2,25,74,0,22,2,6,6,40
Pacific,2010,642-11,105453,"Redwood City, CA 11/10 MFF",11/4/10,2011,CA,FIR,2,3,39,0,1,1,0,41,20
Crossroads,2010,626-11,105445,"Indianapolis, IN 11/10 MFF",11/9/10,2011,IN,FIR,2,12,12,0,0,0,0,0,0
Pacific,2010,664-11,105482,"Oakland, CA 11/10 MFF",11/12/10,2011,CA,FIR,2,4,17,0,1,0,0,0,31
North Central,2010,628-11,105476,Duluth MN 11/10 Apt Fire,11/15/10,2011,MN,FIR,2,52,52,0,2,0,0,0,5
Mid Atlantic,2010,646-11,105477,Eastern MD 11/10 TOR,11/17/10,2011,MD,TOR,2,71,298,0,3,2,39,57,41
Northeast,2010,651-11,105480,"DR 651-11Agawam, MA 11/10",11/21/10,2011,MA,FIR,2,36,36,0,0,0,0,0,22
SWARM,2010,672-11,105489,"El Paso, TX 11/10 MFF",11/27/10,2011,TX,FIR,2,14,24,0,0,0,0,0,0
SE and Caribbean,2010,665-11,105492,MS 11/10 Tornadoes,11/29/10,2011,MS,TOR,2,75,149,0,24,0,0,0,25
Northeast,2010,677-11,105511,"Perth Amboy, NJ 12/10 MFF",12/19/10,2011,NJ,FIR,2,32,32,0,10,0,0,0,9
SWARM,2010,680-11,105515,NW AZ/ S NV 12/10 FLD,12/20/10,2011,NV,FLD,2,8,33,0,0,3,21,19,54
Pacific,2010,681-11,105516,Santa Ana REG CA 12/10 FLD,12/22/10,2011,CA,FLD,2,70,142,0,0,6,111,146,125
Northeast,2010,684-11,105517,NE/SE MA 12/10 Blizzard,12/26/10,2011,MA,BLI,2,56,321,0,0,4,76,30,74
North Central,2010,687-11,105519,Missouri 12/10 Tornadoes,12/31/10,2011,MO,TOR,2,121,270,4,0,1,0,0,64
SE and Caribbean,2010,694-11,105518,Mississippi 12/10 Tornado,12/31/10,2011,MS,TOR,2,71,242,0,15,0,0,0,46
Pacific,2011,723-11,105520,"San Francisco, CA 1/11 MFF",1/1/11,2011,CA,FIR,3,5,18,0,4,1,94,3,106
SWARM,2011,725-11,105521,Houston TX 1/11 MFF,1/1/11,2011,TX,FIR,2,16,16,0,0,0,0,0,5
SE and Caribbean,2011,897-11,105526,"Memphis, Tn 1/11 MFF",1/8/11,2011,TN,FIR,2,12,24,3,1,0,0,0,5
Crossroads,2011,167-11,105633,"Indianapolis, IN 2/11 MFF",1/9/11,2011,IN,FIR,2,9,9,0,0,0,0,0,0
Mid Atlantic,2011,080-11,105539,"Philadelphia, PA 1/11 MFF",1/10/11,2011,PA,FIR,2,90,90,0,0,1,18,0,39
North Central,2011,036-11,105532,"Kenosha, WI 1/11 MFF",1/11/11,2011,WI,FIR,1,3,102,0,16,1,75,15,4
SWARM,2011,045-11,105538,Channelview TX 1/11 MFF,1/14/11,2011,TX,FIR,2,18,20,0,0,0,0,0,2
Northeast,2011,100-11,105541,"Passaic, NJ 1/11 MFF",1/14/11,2011,NJ,FIR,2,21,25,0,1,0,0,0,12
North Central,2011,103-11,105540,Waukesha WI 1/11 MFF,1/15/11,2011,WI,FIR,2,30,30,0,10,0,0,0,10
SWARM,2011,143-11,105573,"Lubbock, TX 1/11 MFF",1/20/11,2011,TX,FIR,2,36,36,0,0,0,0,0,13
Northeast,2011,133-11,105560,"Bridgeport, CT 1/11 MFF",1/22/11,2011,CT,FIR,2,15,15,1,2,1,17,0,28
Crossroads,2011,161-11,105584,NE OH Ice Storm,2/1/11,2011,OH,BLI,1,0,0,0,0,2,286,332,87
SWARM,2011,163-11,105593,"Albuquerque, NM 2/11 Apt F",2/4/11,2011,NM,FIR,2,47,47,0,2,1,16,25,19
Pacific,2011,191-11,105655,"White Swan, WA 2/11 FOR",2/11/11,2011,WA,FOR,2,19,34,0,0,1,40,40,38
North Central,2011,330-11,105656,ND/Western MN 02/11FLD,2/14/11,2011,ND,FLD,4,0,0,0,0,1,0,409,175
Northeast,2011,197-11,105671,Chelsea MA MFF 2/15/11,2/15/11,2011,MA,FIR,2,9,9,0,0,3,48,37,11
SE and Caribbean,2011,206-11,105673,02-11 Knoxville TN MFF,2/17/11,2011,TN,FIR,2,29,29,1,0,1,0,0,17
